MovieID,tmdbId,Genres,Title,overview,tagline
45728,2295.0,Comedy,Clerks II (2006),"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",With no power comes no responsibility.
45730,9697.0,Drama|Fantasy|Mystery,Lady in the Water (2006),"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",Time is running out for a happy ending.
45732,4474.0,Comedy|Fantasy|Romance,My Super Ex-Girlfriend (2006),"When New York architect Matt Saunders dumps his new girlfriend Jenny Johnson - a smart, sexy and reluctant superhero known as G-Girl - she uses her powers to make his life a living hell!",Hell hath no fury like a superwoman scorned.
45880,1887.0,Drama|Romance,Marie Antoinette (2006),"The retelling of France’s iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.",Rumor. Scandal. Sex. Fame. Revolution.
45928,13508.0,Documentary,Who Killed the Electric Car? (2006),"In 1996, electric cars began to appear on roads all over California. They were quiet and fast, produced no exhaust, and ran without gasoline... Ten years later, these cars were destroyed.",A lack of consumer confidence... or conspiracy?
45950,1781.0,Documentary,"Inconvenient Truth, An (2006)",A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.,By far the most terrifying film you will ever see.
45969,16270.0,Comedy|Romance,Career Opportunities (1991),"Josie, the daughter of the town's wealthiest businessman, faces problems at home and wishes to leave town but is disoriented. Her decision is finalized after she falls asleep in a Target dressing room. She awakens to find herself locked in the store overnight with the janitor, Jim, the town ""no hoper"" and liar.",He took the job that no one wanted... and got the girl that everyone did.
46062,10947.0,Children|Comedy|Drama|Musical|Romance,High School Musical (2006),A popular high school athlete and an academically gifted girl get roles in the school musical and develop a friendship that threatens East High's social order.,
46105,17628.0,Comedy|Documentary|Romance,I Am a Sex Addict (2005),"Just moments before his third wedding, Zahedi relates with utter sincerity and astonishing candor his obsession with prostitutes. He retraces his romantic and sexual history, including his ideological commitment to open relationships, that led to two disastrous marriages and several very pissed off ex-girlfriends.",A compulsively true comedy
46231,17741.0,Drama,Stoned (2005),"A chronicle of the sordid life and suspicious death of Rolling Stones co-founder Brian Jones, who was found in the bottom of his swimming pool weeks after being let go from the band.",The story of the original Rolling Stone
46322,7549.0,Action|Drama,Jet Li's Fearless (Huo Yuan Jia) (2006),"Huo Yuan Jia became the most famous martial arts fighter in all of China at the turn of the 20th Century. Huo faced personal tragedy but ultimately fought his way out of darkness, defining the true spirit of martial arts and also inspiring his nation. The son of a great fighter who didn't wish for his child to follow in his footsteps, Huo resolves to teach himself how to fight - and win.",Mastering others is strength. Mastering yourself makes you fearless.
46335,9615.0,Action|Crime|Drama|Thriller,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)","In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing","On the streets of Tokyo, speed needs no translation."
46337,9513.0,Animation|Children|Comedy,Garfield: A Tail of Two Kitties (2006),"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.",The Ego has landed.
46347,20604.0,Documentary,Metal: A Headbanger's Journey (2005),"The film discusses the traits and originators of some of metal's many subgenres, including the New Wave of British Heavy Metal, power metal, Nu metal, glam metal, thrash metal, black metal, and death metal. Dunn uses a family-tree-type flowchart to document some of the most popular metal subgenres. The film also explores various aspects of heavy metal culture.",
46367,31692.0,Crime|Thriller,"Public Eye, The (1992)",A crime photographer gets involved in a conspiracy.,"Murder. Scandal. Crime. No matter what he was shooting, ""The Great Bernzini"" never took sides, he only took pictures... Except once."
46530,1452.0,Action|Adventure|Sci-Fi|IMAX,Superman Returns (2006),"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",You’ll believe a man can fly again!
46559,7872.0,Drama|War,"Road to Guantanamo, The (2006)","Part drama, part documentary, The Road to Guantánamo focuses on the Tipton Three, a trio of British Muslims who were held in Guantanamo Bay for two years until they were released without charge.",How far will we go in the name of security?
46572,18191.0,Drama|Thriller,Edmond (2005),"Seemingly mild-mannered businessman Edmond Burke visits a fortuneteller and hears a remark that spurs him to leave his wife abruptly and seek what is missing from his life. Encounters with strangers and unsavory people weaken the barriers encompassing his long-suppressed rage, until Edmond explodes in violence.",Every fear hides a wish.
46574,14474.0,Comedy,"OH in Ohio, The (2006)","Priscilla and Jack appear to be the perfect couple, but they have a secret: She is sexually frustrated. They separate in the hope of resolving the situation. While Jack moves into a bachelor pad and begins an affair with a student, Priscilla discovers the joys of self-pleasuring and finds an unusual bed-mate.",One woman's story is about to climax.
46578,773.0,Adventure|Comedy|Drama,Little Miss Sunshine (2006),"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",A family on the verge of a breakdown
46664,21631.0,Drama|Mystery|Thriller,"Fallen Idol, The (1948)","Phillipe, the son of an ambassador in London, idolizes Baines, his father's butler, a kind of hero in the eyes of the child, whose perception changes when he accidentally discovers the secret that Baines keeps and witnesses the consequences that adults' lies can cause.",The suspense is almost unbearable…
46723,1164.0,Drama|Thriller,Babel (2006),"In Babel, a tragic incident involving an American couple in Morocco sparks a chain of events for four families in different countries throughout the world.",If You Want to be Understood... Listen.
46772,13141.0,Comedy,Strangers with Candy (2005),"A prequel to the critically acclaimed series featuring Jerri Blank, a 46 year old ex-junkie, ex-con who returns to high school in a bid to start her life over.",Going to high school for the first time is always scary... Especially the second time around.
46850,35199.0,Documentary,Wordplay (2006),"From the masters who create the mind-bending diversions to the tense competition at the American Crossword Puzzle Tournament, Patrick Creadon's documentary reveals a fascinating look at a decidedly addictive pastime. Creadon captures New York Times editor Will Shortz at work, talks to celebrity solvers -- including Bill Clinton and Ken Burns -- and presents an intimate look at the national tournament and its competitors.",Discover a world that thinks inside the box
46855,15383.0,Action|Drama|Thriller|War,Army of Shadows (L'armée des ombres) (1969),"Betrayed by an informant, Philippe Gerbier finds himself trapped in a torturous Nazi prison camp. Though Gerbier escapes to rejoin the Resistance in occupied Marseilles, France, and exacts his revenge on the informant, he must continue a quiet, seemingly endless battle against the Nazis in an atmosphere of tension, paranoia and distrust.",Betrayal. Loyalty. Collaboration. Resistance.
46862,47850.0,Drama,Orchestra Rehearsal (Prova d'orchestra) (1978),"An orchestra assembles for a rehearsal in an ancient chapel under the inquisitive eyes of a TV documentary crew, but an uprising breaks out.",The Decline of the West in C# Major
46865,9072.0,Comedy,Little Man (2006),"After leaving the prison, the dwarf criminal Calvin Sims joins to his moron brother Percy to steal an expensive huge diamond in a jewelry for the mobster Walken. They are chased by the police, and Calvin hides the stone in the purse of the executive Vanessa Edwards, whose husband Darryl Edwards wants to have a baby. Percy convinces Calvin to dress like a baby and be left in front of the Edwards's house to get inside the house and retrieve the diamond. Darryl and Vanessa keep Calvin for the weekend and decide to adopt him, while Walken threatens Darryl to get the stone back.",Big things come in small packages
46948,9297.0,Animation|Children|Fantasy|Mystery,Monster House (2006),"Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",There goes the neighborhood.
46965,326.0,Action|Comedy|Horror|Thriller,Snakes on a Plane (2006),"FBI agent Neville Flynn boards a flight from Honolulu, Hawaii to Los Angeles, escorting a key witness to testify against a mob boss at an upcoming trial. An on-board assassin releases a crate full of hundreds of deadly venomous snakes in an attempt to eliminate the witness. Flynn and a host of frightened passengers and crew must band together to survive the slithery threat.",Sit back. Relax. Enjoy the fright.
46967,512.0,Comedy|Fantasy|Mystery,Scoop (2006),"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",The perfect man. The perfect story. The perfect murder.
46970,9718.0,Action|Comedy,Talladega Nights: The Ballad of Ricky Bobby (2006),"The fastest man on four wheels, Ricky Bobby is one of the greatest drivers in NASCAR history. A big, hairy American winning machine, Ricky has everything a dimwitted daredevil could want, a luxurious mansion, a smokin' hot wife and all the fast food he can eat. But Ricky's turbo-charged lifestyle hits an unexpected speed bump when he's bested by flamboyant Euro-idiot Jean Girard and reduced to a fear-ridden wreck.",The story of a man who could only count to #1.
46972,1593.0,Action|Comedy|Fantasy|IMAX,Night at the Museum (2006),"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",Everything comes to life.
46974,1852.0,Drama,World Trade Center (2006),"Two police officers struggle to survive when they become trapped beneath the rubble of the World Trade Center on September 11, 2001.",The world saw evil that day. Two men saw something else.
46976,1262.0,Comedy|Drama|Fantasy|Romance,Stranger than Fiction (2006),"IRS auditor Harold Crick suddenly finds his mundane Chicago life to be the subject of narration only he can hear: narration that begins to affect his entire existence, from his work to his love life to his death.",Harold Crick isn't ready to go. Period.
47044,82.0,Action|Crime|Drama|Thriller,Miami Vice (2006),"A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.",No Law. No Rules. No Order.
47099,1402.0,Drama,"Pursuit of Happyness, The (2006)",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,"For his son, one man will reach for the impossible."
47122,9293.0,Comedy|Romance,John Tucker Must Die (2006),"After discovering they are all dating the same same guy, three popular students from different cliques band together for revenge, so they enlist the help of a new gal in town and conspire to break the jerk's heart, while destroying his reputation.",Don't Get Mad. Get Even.
47124,9906.0,Adventure|Animation|Children|Comedy|Fantasy|IMAX,"Ant Bully, The (2006)","Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.",The battle for the lawn is on.
47200,1948.0,Action|Thriller,Crank (2006),"Chev Chelios, a hit man wanting to go straight, lets his latest target slip away. Then he awakes the next morning to a phone call that informs him he has been poisoned and has only an hour to live unless he keeps adrenaline coursing through his body while he searches for an antidote.","There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one."
47202,148.0,Drama|Romance,"Secret Life of Words, The (2005)",A touching story of a deaf girl who is sent to an oil rig to take care of a man who has been blinded in a terrible accident. The girl has a special ability to communicate with the men on board and especially with her patient as they share intimate moments together that will change their lives forever.,
47254,5289.0,Action|Crime|Drama|Thriller,Chaos (2005),"In Seattle, detective Quentin Conners is unfairly suspended and his partner Jason York leaves the police force after a tragic shooting on Pearl Street Bridge, when the hostage and the criminal die. During a bank heist with a hostage situation, Conners is assigned in charge of the operation with the rookie Shane Dekker as his partner. The thieves, lead by Lorenz, apparently do not steal a penny from the bank. While chasing the gangsters, the police team disclose that they planted a virus in the system, stealing one billion dollars from the different accounts, using the principle of the Chaos Theory. Further, they find that Lorenz is killing his accomplices.",When the system breaks down... someone is about to get rich.
47261,9782.0,Fantasy|Mystery|Thriller,"Night Listener, The (2006)","In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan—a young boy—via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.",You never know who's listening.
47382,9762.0,Drama|Romance,Step Up (2006),"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",Every second chance begins with a first step.
47384,14113.0,Adventure|Comedy|Drama|Fantasy,Zoom (2006),"Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a ragtag group of kids with special powers into a new generation of superheroes to save the world from certain destruction.",They're going to save the world... as long as they're home for dinner.
47404,21712.0,Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi,Mind Game (2004),"Nishi is a loser who has a crush on his childhood girlfriend. After an encounter with the Japanese mafia, he journeys to heaven and back, and ends up trapped in an even more unlikely place.",
47423,7859.0,Drama,Half Nelson (2006),"Despite his dedication to the junior-high students who fill his classroom, idealistic teacher Dan Dunne leads a secret life of addiction that the majority of his students will never know. But things change when a troubled student Drey makes a startling discovery of his secret life, causing a tenuous bond between the two that could either end disastrously or provide a catalyst of hope.",Secrets don't let go
47446,16998.0,Drama|Mystery|Thriller,"Moustache, La (2005)","One day, on a whim, Marc decides to shave off the moustache he's worn all of his adult life. He waits patiently for his wife's reaction, but neither she nor his friends seem to notice. Stranger still, when he finally tells them, they all insist he never had a moustache. Is Marc going mad? Is he the victim of some elaborate conspiracy? Or has something in the world's order gone terribly awry?",
47465,11559.0,Drama|Fantasy|Thriller,Tideland (2005),"Because of the actions of her irresponsible parents, a young girl is left alone on a decrepit country estate and survives inside her fantastic imagination.",The squirrels made it seem less lonely
47491,1023.0,Comedy|Drama,Adam's Apples (Adams æbler) (2005),A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,"When it rains, it pours"
47516,10118.0,Children|Comedy|Drama,Material Girls (2006),"Two wealthy sisters, both heiresses to their family's cosmetics fortune, are given a wake-up call when a scandal and ensuing investigation strip them of their wealth.",It's A Short Trip From The Penthouse To The Poorhouse.
47518,9788.0,Comedy,Accepted (2006),"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.",When every college turned them down. . . they made one up.
47538,11689.0,Action|Adventure|Comedy|Crime,Crime Busters (1977),An attempted robbery turns to be an unexpected recruitment when two unemployed men mistakenly break into a police office instead of a store.,"Hill and Spencer! They're a pair of car-crashing, womanizing, rough-housing loudmouths... and they're the good guys!"
47566,33813.0,Crime|Drama|Film-Noir,Born to Kill (1947),"Helen Brent has just received a Reno divorce. That night, she discovers her neighbor Laury Palmer and a gentleman caller murdered in Palmer's home. The killer is her neighbor's other boyfriend Sam Wilde, an insanely jealous man who won't abide anyone ""cutting in"" on him.",THE COLDEST KILLER A WOMAN EVER LOVED
47610,1491.0,Drama|Fantasy|Mystery|Romance,"Illusionist, The (2006)","With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",Nothing is what it seems
47629,1165.0,Drama,The Queen (2006),"The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle, following the death of Diana, to reach a compromise between what was a private tragedy for the Royal family and the public's demand for an overt display of mourning.",Our Leaders. Ourselves.
47640,9988.0,Comedy,Beerfest (2006),"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.",Prepare for the ultimate chug of war.
47644,11652.0,Drama,Invincible (2006),"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time – no one good enough to play professional football was going to be found this way.",Dreams are not lived on the sidelines
47646,13816.0,Crime|Drama|Musical,Idlewild (2006),"At a sexy, sizzling nightclub, pianist Percival lives life by the rules, while Rooster, the club's flashy lead performer, struts his stuff on the stage. But all changes when greed, fame and murder threaten to destroy them and the joint.",
47721,15265.0,Children|Fantasy,"Red Balloon, The (Ballon rouge, Le) (1956)","A young boy discovers a stray balloon, which seems to have a mind of its own, on the streets of Paris. The two become inseparable, yet the world’s harsh realities finally interfere.",The Academy Award Winning Sensation!
47725,11227.0,Comedy|Drama|Fantasy|Romance,Angel-A (2005),A beautiful and mysterious woman helps an inept scam artist get his game together... but is their meeting purely coincidence?,
47736,33810.0,Comedy,"Chump at Oxford, A (1940)","The boys get jobs as a butler and maid-- Stan in drag-- for a dinner party. When that ends in disaster, they resort to sweeping streets and accidentally capture a bank robber. The grateful bank president sends them to Oxford, at their request, and higher-education hijinks ensue.",Figuring out a grand time for you!
47774,41937.0,Comedy|Fantasy,"Icicle Thief, The (Ladri di saponette) (1989)","Director Maurizio Nichetti is invited on TV to introduce a screening of his neo-realist classic 'The Icicle Thief'. He is horrified to discover that his black-and-white tale of life in poverty is constantly interrupted by garish color commercials, and even more horrified when a power cut in the studio causes film and commercials to mix up – a glamorous model finds herself in the arms of an unemployed pauper, while his wife finds herself in consumers' heaven. Nichetti has to break into the film to try to sort everything out.",
47793,24055.0,Drama|Romance,"Puffy Chair, The (2006)","Josh's life is pretty much in the toilet. He's a failed NYC indie rocker, and a failing booking agent. But he finds the potential of a small victory in a really bad idea. He decides to purchase a 1985 Lazy Boy on eBay, just like the one his dad had when Josh was a kid. He'll drive cross-country for the chair, staying with Emily at his brother's house on the way, and deliver it to his father as a surprise birthday gift. But when Rhett ends up coming along for the ride, it's three people and a giant purple puffy chair in a too-small van... and one of them has to go before the trip's end.",
47810,9708.0,Horror|Mystery|Thriller,"Wicker Man, The (2006)","A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.",Some sacrifices must be made
47894,1116.0,Drama|War,"Wind That Shakes the Barley, The (2006)","In 1920s Ireland young doctor Damien O'Donovan prepares to depart for a new job in a London hospital. As he says his goodbyes at a friend's farm, British Black and Tans arrive, and a young man is killed. Damien joins his brother Teddy in the Irish Republican Army, but political events are soon set in motion that tear the brothers apart.",War has cost them their innocence... Freedom will cost them their blood.
47937,5072.0,Comedy|Horror|Thriller,Severance (2006),"Members of the Palisades Defense Corp. sales group arrive in Europe for a team-building exercise. A fallen tree blocks the route, and they must hike to their destination. However, a psychotic killer lurks in the woods, and he has a horrible fate in mind for each of the co-workers.",The Company Is Making Cutbacks
47950,1249.0,Crime|Drama|Mystery|Thriller,Hollywoodland (2006),"When Hollywood superstar George Reeves dies in his home, private detective Louis Simo is hired to investigate his death and gets caught in a web of lies involving a big studio executive's wife.","In a town full of fiction, everyone has a version of the truth."
47952,9954.0,Action|Horror|Thriller,"Covenant, The (2006)",Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,Only the power of Hell can help them.
47970,7511.0,Comedy|Drama,"Last Kiss, The (2006)","Michael has a great job, has his 4 best friends, and is in love with a beautiful girl at 30. He loves Jenna but his life seems predictable until someone else enters his life. It seems that everybody's having relationship problems.",We all make choices. What's yours?
47978,13075.0,Drama,SherryBaby (2006),"After serving time in prison, former drug addict Sherry Swanson returns home to reclaim her young daughter from family members who have been raising the child. Sherry's family, especially her sister-in-law, doubt Sherry's ability to be a good mother, and Sherry finds her resolve to stay clean slowly weakening.",No one makes it alone
47997,7512.0,Adventure|Comedy|Sci-Fi|Thriller,Idiocracy (2006),"To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.","In the future, intelligence is extinct."
47999,1776.0,Documentary|Drama,Jesus Camp (2006),"Jesus Camp is a Christian summer camp where children hone their ""prophetic gifts"" and are schooled in how to ""take back America for Christ"". The film is a first-ever look into an intense training ground that recruits born-again Christian children to become an active part of America's political future.",America is being born again.
48001,1963.0,Drama|Romance,"Bow, The (Hwal) (2005)","On a fishing boat at sea, a 60-year old man has been raising a girl since she was a child. It is agreed that they will get married on her 17th birthday. They live a quiet and secluded life, renting the boat to day fishermen and practicing strange divination rites. Their life changes when a teenage student comes aboard.","A girl who thought the sea was the whole world, became the whole world to an old man."
48032,10846.0,Comedy|Drama|Romance|War,"Tiger and the Snow, The (La tigre e la neve) (2005)","Love and injury in time of war. Attilio de Giovanni teaches poetry in Italy. He has a romantic soul, and women love him. But he is in love with Vittoria, and the love is unrequited. Every night he dreams of marrying her, in his boxer shorts and t-shirt, as Tom Waits sings. Vittoria travels to Iraq with her friend, Fuad, a poet; they are there with the second Gulf War breaks out. Vittoria is injured. Attilio must get to her side, and then, as war rages around him, he must find her the medical care she needs. In war, does love conquer all?",A love-struck Italian poet is stuck in Iraq at the onset of an American invasion.
48043,1381.0,Drama|Fantasy|Romance,"Fountain, The (2006)","Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.",What if you could live forever?
48045,15097.0,Comedy,Fear City: A Family-Style Comedy (La cité de la peur) (1994),"A second-class horror movie has to be shown at Cannes Film Festival, but, before each screening, the projectionist is killed by a mysterious fellow, with hammer and sickle, just as it happens in the film to be shown.",
48082,300.0,Comedy|Drama|Fantasy|Romance,"Science of Sleep, The (La science des rêves) (2006)",A man entranced by his dreams and imagination is lovestruck with a French woman and feels he can show her his world.,Close your eyes. Open your heart.
48142,9676.0,Crime|Drama|Mystery|Thriller,"Black Dahlia, The (2006)","In 1940s Los Angeles, two former boxers-turned-cops must grapple with corruption, narcissism, stag films and family madness as they pursue the killer of an aspiring young actress.",Inspired by the most notorious unsolved murder in California history.
48150,6948.0,Horror,"Woods, The (2006)","In 1965 New England, a troubled girl encounters mysterious happenings in the woods surrounding an isolated girls school that she was sent to by her estranged parents.","Private school, deadly lessons."
48161,9766.0,Drama,Gridiron Gang (2006),"Under the leadership of their counselor, teenagers at a juvenile detention center gain self-esteem by playing football together.",One goal. A second chance.
48214,1595.0,Drama,Land of Plenty (Angst and Alienation in America) (2004),"After living abroad, Lana returns to the United States, and finds that her uncle is a reclusive vagabond with psychic wounds from the Vietnam War.",
48262,1666.0,Documentary,"Bridge, The (2006)",The Bridge is a controversial documentary that shows people jumping to their death from the Golden Gate Bridge in San Francisco - the world's most popular suicide destination. Interviews with the victims' loved ones describe their lives and mental health.,Be afraid of what lies beneath...
48304,1579.0,Adventure|Drama|Thriller,Apocalypto (2006),"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",No one can outrun their destiny.
48319,9664.0,Action|Adventure|Drama|War,Flyboys (2006),"The adventures of the Lafayette Escadrille, young Americans who volunteered for the French military before the U.S. entered World War I, and became the country's first fighter pilots.","When the world first went to war, they were the first to fly."
48322,12094.0,Comedy|Documentary,Jackass Number Two (2006),"Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",Guess who just made number two?
48326,1717.0,Drama,All the King's Men (2006),"The story of an idealist's rise to power in the world of Louisiana politics and the corruption that leads to his ultimate downfall. Based on the 1946 Pulitzer Prize-winning novel written by Robert Penn Warren, loosely based on the story of real-life politician Huey Long.",Time brings all things to light.
48342,15624.0,Comedy|Drama|Romance,Conversations with Other Women (2005),"Reunited at a wedding after many years, former lovers again feel the pull of a mutual attraction neither is willing to admit. Escaping the reception for the privacy of a hotel room, the unnamed pair explore the choices of the past that led them to the present.",There are two sides to every love story.
48385,496.0,Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.","Come to Kazakhstan, it's nice!"
48394,1417.0,Drama|Fantasy|Thriller,"Pan's Labyrinth (Laberinto del fauno, El) (2006)","Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",What happens when make-believe believes it's real?
48412,4643.0,Action|Adventure|Drama,"Guardian, The (2006)","A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's 'A' School, where legendary rescue swimmer, Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.",How do you decide who lives or who dies?
48414,7484.0,Adventure|Animation|Children|Comedy|IMAX,Open Season (2006),"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",All Fur One. One Fur All.
48416,9842.0,Comedy|Crime,School for Scoundrels (2006),"A young guy short on luck, enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when his teacher has the same agenda.",Life's a game. Learn how to play.
48516,1422.0,Crime|Drama|Thriller,"Departed, The (2006)","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.","Cops or criminals. When you’re facing a loaded gun, what’s the difference?"
48518,10781.0,Horror|Thriller,"Texas Chainsaw Massacre: The Beginning, The (2006)","Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",What you know about fear... doesn't even come close.
48520,9794.0,Comedy,Employee of the Month (2006),"When he hears that the new female employee digs ambitious men who are the store employee of the month, a slacker gets his act together but finds himself in competition with his rival, an ambitious co-worker.","In order to get the girl, he's gotta get his shift together."
48560,7510.0,Comedy|Drama,Running With Scissors (2006),"Young Augusten Burroughs absorbs experiences that could make for a shocking memoir: the son of an alcoholic father and an unstable mother, he's handed off to his mother's therapist, Dr. Finch, and spends his adolescent years as a member of Finch's bizarre extended family.",Do not disturb them. They already are.
48593,9895.0,Comedy|Thriller,Man of the Year (2006),"The irreverent host of a political satire talk show decides to run for president and expose corruption in Washington. His stunt goes further than he expects when he actually wins the election, but a software engineer suspects that a computer glitch is responsible for his surprising victory.",Elections are made to be broken.
48596,8975.0,Action|Drama|Thriller,"Marine, The (2006)",A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,They took his wife. Now he's coming.
48598,9672.0,Drama,Infamous (2006),"While researching his book In Cold Blood, writer Truman Capote develops a close relationship with convicted murderers Dick Hickock and Perry Smith.",There's more to the story than you know
48638,42236.0,Drama|Romance,Fellini's Casanova (Il Casanova di Federico Fellini) (1976),"Casanova is a libertine, collecting seductions and sexual feats. But he is really interested in someone, and is he really an interesting person? Is he really alive?",And Now... after four years of preparation and production...
48649,46774.0,Drama|War,Chapayev (1934),"An account of the peasant turned mythical military hero Vasily Chapayev, charting his campaign in the Red Army during the Russian Civil War.",
48678,10070.0,Action|Comedy|Horror|Thriller,Feast (2005),"When a motley crew of strangers find themselves trapped in an isolated tavern, they must band together in a battle for survival against a family of flesh-hungry creatures.",They're Hungry. You're Dinner.
48696,1440.0,Drama|Romance,Little Children (2006),"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",
48698,13364.0,Documentary,Deliver Us from Evil (2006),Documentary filmmaker Amy Berg investigates the life of 30-year pedophile Father Oliver O'Grady and exposes the corruption inside the Catholic Church that allowed him to abuse countless children. Victims' stories and a disturbing interview with O'Grady offer a view into the troubled mind of the spiritual leader who moved from parish to parish gaining trust ... all the while betraying so many.,"For the victims, there's no such thing as salvation."
